"cod_municipio","arquivo","cnpj","razao_social","ano_do_relatorio","cod_agencia","nome_municipio","nome_agencia","pesquisa","tipo","bbox.1","bbox.2","bbox.3","bbox.4","endereco_google"
"2900108","../data/2012/pas_comum.csv","11404272.0001-73","COMPREENDER ASSESSORIA DE EDUCAO",2011,"291950400","Abaíra","Livramento de Nossa Senhora","pas","comum",-41.9094895279999,-13.1654920369999,-41.5901296999999,-13.4281558424267,"PCA FRANCISCO PEREIRA , 21 - TERREO - CENTRO, Abaíra, BA, Brazil"
"2900355","../data/2012/pac_comum.csv","05442239.0001-35","JACKSON LUIZ FERREIRA DIAS ME",2011,"292660800","Adustina","Ribeira do Pombal","pac","comum",-38.149792428,-10.4328626749999,-37.9027362739999,-10.7191015729036,"TV FRANCISCO MANOEL , 16 - SALAO - CENTRO, Adustina, BA, Brazil"
"2900603","../data/2012/pas_comum.csv","09504198.0001-15","WASHINGTON SANTOS DE JESUS",2011,"291800100","Aiquara","Jequié","pas","comum",-39.93885255,-14.0111420938875,-39.793748046,-14.1836790114488,"RUA ERTULINO VICENTE DE SOUZA , 48 - B - SAO FRANCISCO, Aiquara, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","05973832.0001-08","ADAILTON DA SILVA ME",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PCA PADRE ALFREDO , 62 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","10441172.0001-54","ALAGOINHAS MITO MOTOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACY MAGALHAES , 595 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","00824232.0001-64","ALAGOINHAS TECIDOS E CONFECÇ´ ES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA PRACA DA BANDEIRA , 113 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","08696073.0001-71","ALAGOMINAS CALCADOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRC PADRE ALFREDO SN , S / N - TEREO - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07618208.0001-18","ALFAMASTER CONFECÇ´ ES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA FRANCISCO BATISTA , 110 - B - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","40493066.0001-85","AQUA FRESCA PERFUMARIA E COSMETICOS LTDA .",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA J . J SEABRA , 45 - CASA - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","08715685.0001-64","ARATES DISTRIBUIDORA DE BEBIDAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA CONSELHEIRO DANTAS , 450 - CASA - KENNEDY, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13513940.0001-26","ARMARINHO E CONFECÇOES FAGUNDES",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA FRANCISCO BATISTA , 2 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","08030659.0001-00","BARRETO VEICULOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACY MAGALHAES , S / N - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","32619454.0001-31","BASTOS FREITAS & CIA LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DR JOÃO DANTAS , 1220 - LOJA - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","01471949.0001-32","BRASKOL DISTRIBUIDORA DE BEBIDAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACY MAGALHAES , S / N - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","09071894.0001-85","CEAB SUPERMERCADOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA LOURIVAL BATISTA , 10 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","09459515.0001-29","CIDADE COMERCIO DE PEÇAS E AUTO CENTER LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"CONSELHEIRO JUNQUEIRA , 15 - ALAGOINHAS - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","05084021.0001-56","CLARA CLARA COMERCIO DE MOLAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RODOVIA BR 101 , S / N - SN - KM 108, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07893347.0001-50","COMERCIAL DE CALÇADOS DONIZETE LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA ANISIO CARDOSO , 58 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","03623645.0001-79","COMERCIAL DE CALCADOS ALAGOINHAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA FRANCISCO BATISTA , 68 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07503926.0001-49","COMERCIAL DE CALCADOS STILLU LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRACA J J SEABRA , 238 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07054417.0001-86","COMERCIAL DE PETROLEOCDA LARANJA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DR JOÃO DASTAS , 115 - POSTO - SANTA TEREZINHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","10854145.0001-03","COMERCIAL PINTO DE CERQUEIRA LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA C , S / N - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07515746.0001-87","CONTIL COMERCIO E TRANSPORTE LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA JARDIM SAO FRANCISCO , 387 - CONTIL - DOIS DE JULHO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07549663.0001-09","COR E EMO §ÃO COMERCIAL DE TINTAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA VISCONDE DE SÃO LOURENÇO , 26 - TERREO - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","08359486.0001-60","CPD ENERGÉTICOS E DERIVADOS DE PETRÓLEO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RODOVIA , S / N - KM 110 , 5 - ZONA RURAL, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","04733445.0001-31","D W MODAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PÇDA BANDEIRA , 27 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","01758270.0001-29","DOMINIQUE COMERCIAL DE ALIMENTOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRAÇA DA BANDEIRA , 85 - - - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","34342097.0001-32","ELINALDO AUTO CENTER COM DE PEÇAS AC LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACY MAGALHÃES , S / N - CASA TERREO - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","03377499.0001-49","FARM CIA QUALIFARMA LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA JOSÉ BONIF CIL , 09 - EDF MARY - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","03635914.0001-17","FERRONIT COMERCIO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA MANOEL VITORINO , 198 - TERESOPOLIS, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13277157.0001-00","H A ARMAZENAMENTO E DISTRIBUI §ÃO DE",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA SILVA JARDIM , 22 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","03001349.0001-36","HUTTNER E BRANDAO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DR CARLOS AZEVEDO , 109 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","14519177.0001-03","IVEP IRAPURU VEICULOS E PEÇASLTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACY MAGALHAES , S / N - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13236502.0001-68","JOANA ALVES OLIVEIRA ME",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA SAO JOSE 500 , S / N - JARDIM PETROLAR, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","14518963.0001-96","JOSE JESUS DOS SANTOS DE ALAGOINHAS",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA ALEXES ALENCAR , 1 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","10428434.0001-40","L . R . ROCHA CALÇADOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA FRANCISCO BATISTA , 94 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","02324726.0001-05","LARA MOTO CENTER LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA LAURO DE FREITAS , 234 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13511118.0001-26","LOJA BARRETO DE DEPARTAMENTO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRACA JJ SEABRA , 56 - ALAGOINHAS, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","14415947.0001-78","M ANESIA & CIA LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA PRACINHAS DIONISIO E EVILASIO , 17 - LOJA - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","03944982.0001-68","M DA P C V NOVA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRACA PADRE ALFREDO , 22 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13192885.0001-10","MADEIREIRA GALES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"BR 101 , S / N - KM 116 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13399241.0001-05","MADEREIRA REIS IND E COMERCIO LTDA EPP",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DR RENATO BITTENCURT , , 273 - LOJA - PEDRO BRAGA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","09410561.0001-33","MALU COMERCIAL DE MOTOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACI MAGALH@ES , 1340 - JARDIM PETROLAR, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","05901782.0001-53","MÓVEIS CLASSICOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRAÇA DIONISIO E EVILAZIO , 110 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","05542512.0001-01","MÓVEIS DOURADO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRAÇA DA BANDEIRA , 51 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13646054.0001-70","PANIFICA §ÃO CENTRAL DE ALAGOINHAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA VISCONDE DE SÃO LOURENÇO , 94 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","00355036.0001-98","PINTATUDO COMERCIO E REPRESENTAÇ´ ES DE",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA MARECHAO BITENCOURT , 119 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","13260750.0001-44","PODIUM COM DE MOVEIS E DECORACOES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA MILTON ORNELAS , 160 , S / N - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","74008566.0001-04","POSTO ESTRELA DA 101 LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RODOVIA BR-101 , S / N - KM-108 - SEDE, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","06912007.0001-66","ROBSON NASCIMENTO SIMOES",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA PAULO AFONSO , S / N - DEPOIS DO A BB - PRACA KENNEDY, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07217820.0001-89","SANTO EXPEDITO COMERCIO DE GAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA MOREIRA CESAR , 71 - SANTA TEREZINHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","34310409.0001-26","SUPERMEDEIROS COMERCIAL DE ALIMENTOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRAÇA JOSE JOAQUIM SEABRA , 63 - LOJA - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","04858654.0001-01","T CURCINO BASTOS",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA CONSELHEIRO COUTO , 111 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","40456873.0001-28","TAMARA MOVEIS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DR . MILTON ORNELAS , 01 - CASA - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","03093328.0001-98","USE MALHAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA FRANCISCO BATISTA , 54 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","14877823.0001-04","UTILGAS - COMERCIO E REPRESENTACOES",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"SAO MARCOS , 79 - JARDIM PETROLAR, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pac_comum.csv","07233137.0001-35","VENSERV COMERCIO E SERVIÇOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pac","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA MARIA FEIJO , 73 - SALA 02 E 03 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","14709620.0001-09","VIA §ÃO CIDADE DE ALAGOINHAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"VILA RIACHO DO MEL CHACARA IRMÃLAISE , S / N - GARAGEM - SEDE, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","06879328.0001-06","VIA §ÃO SANTO ANTONIO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DEMOCRATAS , 41 - JARDIM PETROLAR, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","13027933.0001-14","XAVIER TRANSPORTE URBANOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA PADRE GODINHO , 690 - GARAGEM - SANTA TEREZINHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_comum.csv","11609657.0001-77","MGE PINTURAS E CONSTRUCOES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","paic","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"DOIS DE JULHO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_comum.csv","10280094.0001-53","RU INSTALACOES ELETRICAS E",2011,"290070200","Alagoinhas","Alagoinhas","paic","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"ALAGOINHAS VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_comum.csv","73388472.0001-37","VITAL SERVICOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","paic","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"ALAGOINHAS VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_comum.csv","02478946.0001-93","W & K SERVI ² OS INDUSTRIAIS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","paic","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","05884000.0001-15","CH BARRETO",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PRACA JJ SEABRA , 56 - 3 ANDAR - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","13912037.0001-38","CVM SERVICOS FUNERARIOS LTDA ME",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA AYRTON SENA DA SILVA , 19 , TERRE , S / N - ALAGOINHAS VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","01596418.0001-76","DI CREDICO TRANSPORTES FLORESTAIS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA JURACY MAGALHAES , S / N - BR 101 KM 110 A - JURACY MAGALHAES, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_vip.csv","02773076.0001-85","FAPE TERRAPLENAGEM E CONSTRU ² ´ O",2011,"290070200","Alagoinhas","Alagoinhas","paic","vip",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RODOVIA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_vip.csv","11317502.0001-67","HS CONSTRUCOES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","paic","vip",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"ALAGOINHAS VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/paic_vip.csv","16075319.0001-16","LF ARQUITETURA ENGENHARIA E",2011,"290070200","Alagoinhas","Alagoinhas","paic","vip",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","10457647.0001-09","FERRAZ MANUTENCAO INDUSTRIAL LTDA ME",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"PARQUE HAVAI QUAD F L 2 , 1 - ESCRIT - ALAG VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","09333481.0001-21","FRIGORIFICO COSTA ANDRADE LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA VINTE E UM DE ABRIL , 96 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","07549540.0001-78","GGP DE ASSISTÊNCIA FAMILIAR E AUXILIO",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"AVENIDA AYRTON SENA DA SILVA , 19 - ALAGOINHAS VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","05380440.0001-35","GRILLO E COSTA LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RODOVIA BR 101 , S / N - KM 09 - SEDE, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","09071873.0001-60","HOTEL ABSOLAR LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA DANTAS BIÃO , 984 - HOTEL - ALAGOINHAS VELHA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","01687620.0001-03","INDUSTRIA E COMERCIO DE ALIMENTOS AZEVEDO",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA LAURO DE FREITAS , 93 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","02894367.0001-21","J R COMERCIO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA 24 DE MAIO , 139 - CASA - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","09318340.0001-30","J SANTOS REPARA §ÃO DE MOTOCICLETAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"FAZENDA CRUZ CAETANA , S / N - RIACHO DA GUIA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","02162985.0001-87","JAGS ENSINO DE IDIOMAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA JOSE GALDINO MAIA , S / N - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pas_comum.csv","02691256.0001-18","LEVA E TRAZ TRANSPORTES LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pas","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"RUA LUIZ VIANA , 09 - CENTRO, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","03526791.0001-86","DA CRUZ ALVES DE CAETITE EPP",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"BR 101, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","08255687.0001-18","SCHNEIDER CALÇADOS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"CATU, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","13603733.0001-62","COMPANHIA INDUSTRIAL BRASIL",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"DISAI, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","07020906.0001-17","§ ADOS MALU LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"BARREIRO DE CIMA, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","14852073.0001-16","CERAMICA ALAGOINHAS IND E COM",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"ZONA RURAL, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","04526495.0001-48","PROGESSO LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"SAUIPE, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","05442350.0001-21","INDUSTRIA DE TELHAS LTDA",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"ZONA RURAL, Alagoinhas, BA, Brazil"
"2900702","../data/2012/pia_comum.csv","06136710.0001-20","BAHIA INDUSTRIA E COMERCIO",2011,"290070200","Alagoinhas","Alagoinhas","pia","comum",-38.602069999,-11.927652533382,-38.273112477,-12.2822523893927,"BR 101, Alagoinhas, BA, Brazil"
